# T9	rate
300
0.01	6.04252764666E-71
0.0102329299228	2.23087896135E-70
0.0104712854805	8.1518057359E-70
0.0107151930524	2.94835840036E-69
0.0109647819614	1.05556056677E-68
0.011220184543	3.74101853303E-68
0.011481536215	1.31258479717E-67
0.0117489755494	4.55955305458E-67
0.0120226443462	1.56819747882E-66
0.0123026877081	5.34058186544E-66
0.0125892541179	1.80098922299E-65
0.0128824955169	6.01441395585E-65
0.0131825673856	1.98911421956E-64
0.0134896288259	6.51530055329E-64
0.013803842646	2.11368963649E-63
0.0141253754462	6.79208785135E-63
0.0144543977075	2.1619395298E-62
0.0147910838817	6.8168602734E-62
0.0151356124844	2.12935388546E-61
0.0154881661891	6.58954557429E-61
0.0158489319246	2.02035825762E-60
0.0162181009736	6.13744055536E-60
0.0165958690744	1.84736389556E-59
0.0169824365246	5.50989924099E-59
0.0173780082875	1.62847200328E-58
0.0177827941004	4.7695933032E-58
0.0181970085861	1.38441232275E-57
0.0186208713666	3.98245683839E-57
0.0190546071796	1.1354207434E-56
0.0194984459976	3.20850095334E-56
0.0199526231497	8.98687978458E-56
0.0204173794467	2.49519324771E-55
0.0208929613085	6.86793279944E-55
0.021379620895	1.87428030283E-54
0.0218776162395	5.07261627903E-54
0.0223872113857	1.36207084476E-53
0.0229086765277	3.63129984188E-53
0.0234422881532	9.62488898001E-53
0.0239883291902	2.54216359423E-52
0.0245470891569	6.71696611138E-52
0.0251188643151	1.78651651888E-51
0.0257039578277	4.82746025793E-51
0.026302679919	1.34157444109E-50
0.0269153480393	3.88615609595E-50
0.0275422870334	1.18585656224E-49
0.0281838293126	3.82378620544E-49
0.0288403150313	1.29472841055E-48
0.0295120922667	4.54384938129E-48
0.030199517204	1.62828161706E-47
0.0309029543251	5.8801407095E-47
0.0316227766017	2.11895489851E-46
0.032359365693	7.5688777712E-46
0.0331131121483	2.66855830151E-45
0.0338844156139	9.26290392782E-45
0.0346736850453	3.16087374086E-44
0.0354813389234	1.05954563382E-43
0.036307805477	3.48764918749E-43
0.0371535229097	1.12721902357E-42
0.0380189396321	3.57748199646E-42
0.0389045144994	1.11509959591E-41
0.0398107170553	3.41440994232E-41
0.0407380277804	1.02729954022E-40
0.041686938347	3.03794524427E-40
0.0426579518802	8.83263892915E-40
0.043651583224	2.52555410869E-39
0.0446683592151	7.10405964912E-39
0.0457088189615	1.96637953762E-38
0.0467735141287	5.35752761566E-38
0.0478630092323	1.43721358014E-37
0.0489778819368	3.79716349127E-37
0.0501187233627	9.8831943507E-37
0.0512861383991	2.53484953818E-36
0.052480746025	6.40824011149E-36
0.053703179637	1.59724353947E-35
0.0549540873858	3.92612812816E-35
0.056234132519	9.52005404332E-35
0.0575439937337	2.27787993235E-34
0.0588843655356	5.38028097346E-34
0.0602559586074	1.25514009645E-33
0.0616595001861	2.89432661035E-33
0.063095734448	6.60628758748E-33
0.0645654229035	1.49596034707E-32
0.0660693448008	3.37384626762E-32
0.0676082975392	7.62669488317E-32
0.0691830970919	1.74491980782E-31
0.0707945784384	4.094505926E-31
0.0724435960075	1.00029778374E-30
0.0741310241301	2.57533359261E-30
0.0758577575029	7.01289544403E-30
0.0776247116629	2.00534327187E-29
0.0794328234724	5.93254783159E-29
0.0812830516164	1.78559481302E-28
0.0831763771103	5.39013407852E-28
0.0851138038202	1.61501248951E-27
0.0870963589956	4.7703484432E-27
0.0891250938134	1.38328590936E-26
0.0912010839356	3.92844516604E-26
0.0933254300797	1.09124663177E-25
0.0954992586021	2.96323035579E-25
0.0977237220956	7.86461383408E-25
0.1	2.04031924128E-24
0.102329299228	5.17526725629E-24
0.104712854805	1.28388383597E-23
0.107151930524	3.11633492544E-23
0.109647819614	7.40402501277E-23
0.11220184543	1.72259599819E-22
0.11481536215	3.92626790488E-22
0.117489755494	8.77095257012E-22
0.120226443462	1.92119778891E-21
0.123026877081	4.12802028394E-21
0.125892541179	8.70440622883E-21
0.128824955169	1.80195552426E-20
0.131825673856	3.66381227699E-20
0.134896288259	7.31947198954E-20
0.13803842646	1.43731951142E-19
0.141253754462	2.7753644011E-19
0.144543977075	5.27159945884E-19
0.147910838817	9.85325186918E-19
0.151356124844	1.81295574963E-18
0.154881661891	3.28486505575E-18
0.158489319246	5.86299494299E-18
0.162181009736	1.03119037933E-17
0.165958690744	1.78779627371E-17
0.169824365246	3.05630303741E-17
0.173780082875	5.15359533122E-17
0.177827941004	8.57418874513E-17
0.181970085861	1.40791023444E-16
0.186208713666	2.28235713165E-16
0.190546071796	3.65379055716E-16
0.194984459976	5.77799374171E-16
0.199526231497	9.02824074029E-16
0.204173794467	1.39424306359E-15
0.208929613085	2.12861558152E-15
0.21379620895	3.21359350296E-15
0.218776162395	4.79875665326E-15
0.223872113857	7.08952798152E-15
0.229086765277	1.03648041595E-14
0.234422881532	1.49989946948E-14
0.239883291902	2.14892033867E-14
0.245470891569	3.04883025033E-14
0.251188643151	4.28446345309E-14
0.257039578277	5.96490207724E-14
0.26302679919	8.22896529976E-14
0.269153480393	1.12515287374E-13
0.275422870334	1.52506944434E-13
0.281838293126	2.04958042679E-13
0.288403150313	2.731625574E-13
0.295120922667	3.6111040486E-13
0.30199517204	4.7358881337E-13
