# T9	rate
300
0.309029543251	6.16287969334E-13
0.316227766017	7.95908734201E-13
0.32359365693	1.02026973722E-12
0.331131121483	1.29841068143E-12
0.338844156139	1.64068828089E-12
0.346736850453	2.05886090118E-12
0.354813389234	2.56615772705E-12
0.36307805477	3.17732815392E-12
0.371535229097	3.90866711289E-12
0.380189396321	4.77801220702E-12
0.389045144994	5.80470886886E-12
0.398107170553	7.00954024771E-12
0.407380277804	8.41461919556E-12
0.41686938347	1.00432405302E-11
0.426579518802	1.19196926939E-11
0.43651583224	1.40690289684E-11
0.446683592151	1.65167995245E-11
0.457088189615	1.92887467332E-11
0.467735141287	2.24104673149E-11
0.478630092323	2.59070460071E-11
0.489778819368	2.98026664526E-11
0.501187233627	3.4120205908E-11
0.512861383991	3.88808211196E-11
0.52480746025	4.41035332762E-11
0.53703179637	4.98048203035E-11
0.549540873858	5.59982249049E-11
0.56234132519	6.26939866646E-11
0.575439937337	6.98987062151E-11
0.588843655356	7.76150489438E-11
0.602559586074	8.58414949838E-11
0.616595001861	9.45721413308E-11
0.63095734448	1.03796560872E-10
0.645654229035	1.13499721946E-10
0.660693448008	1.23661970802E-10
0.676082975392	1.34259078031E-10
0.691830970919	1.45262348737E-10
0.707945784384	1.56638794947E-10
0.724435960075	1.68351367544E-10
0.741310241301	1.80359243881E-10
0.758577575029	1.92618166232E-10
0.776247116629	2.05080825371E-10
0.794328234724	2.1769728284E-10
0.812830516164	2.3041542495E-10
0.831763771103	2.43181441135E-10
0.851138038202	2.55940319109E-10
0.870963589956	2.68636349199E-10
0.891250938134	2.81213630366E-10
0.912010839356	2.93616570656E-10
0.933254300797	3.05790375243E-10
0.954992586021	3.17681515694E-10
0.977237220956	3.29238174709E-10
1	3.40410661233E-10
1.02329299228	3.51151791595E-10
1.04712854805	3.6141723305E-10
1.07151930524	3.71165806911E-10
1.09647819614	3.80359749215E-10
1.1220184543	3.88964927633E-10
1.1481536215	3.96951014054E-10
1.17489755494	4.04291612978E-10
1.20226443462	4.10964346462E-10
1.23026877081	4.16950896952E-10
1.25892541179	4.22237009831E-10
1.28824955169	4.26812457948E-10
1.31825673856	4.30670970778E-10
1.34896288259	4.33810131106E-10
1.3803842646	4.36231242415E-10
1.41253754462	4.37939170255E-10
1.44543977075	4.38942160986E-10
1.47910838817	4.39251641325E-10
1.51356124844	4.38882002076E-10
1.54881661891	4.37850369383E-10
1.58489319246	4.36176366708E-10
1.62181009736	4.33881870596E-10
1.65958690744	4.30990763108E-10
1.69824365246	4.27528683605E-10
1.73780082875	4.23522782341E-10
1.77827941004	4.19001478087E-10
1.81970085861	4.13994221775E-10
1.86208713666	4.08531267907E-10
1.90546071796	4.02643455231E-10
1.94984459976	3.96361997938E-10
1.99526231497	3.89718288428E-10
2.04173794467	3.82743712464E-10
2.08929613085	3.75469477303E-10
2.1379620895	3.67926453243E-10
2.18776162395	3.60145028819E-10
2.23872113857	3.52154979719E-10
2.29086765277	3.43985351361E-10
2.34422881532	3.35664354934E-10
2.39883291902	3.27219276582E-10
2.45470891569	3.18676399343E-10
2.51188643151	3.10060937331E-10
2.57039578277	3.01396981633E-10
2.6302679919	2.92707457278E-10
2.69153480393	2.84014090655E-10
2.75422870334	2.75337386679E-10
2.81838293126	2.66696615019E-10
2.88403150313	2.58109804666E-10
2.95120922667	2.49593746143E-10
3.0199517204	2.41164000635E-10
3.09029543251	2.3283491537E-10
3.16227766017	2.24619644564E-10
3.2359365693	2.16530175278E-10
3.31131121483	2.08577357575E-10
3.38844156139	2.00770938377E-10
3.46736850453	1.93119598462E-10
3.54813389234	1.85630992075E-10
3.6307805477	1.78311788658E-10
3.71535229097	1.71167716245E-10
3.80189396321	1.642036061E-10
3.89045144994	1.57423438205E-10
3.98107170553	1.50830387252E-10
4.07380277804	1.44426868826E-10
4.1686938347	1.3821458547E-10
4.26579518802	1.32194572405E-10
4.3651583224	1.26367242656E-10
4.46683592151	1.20732431398E-10
4.57088189615	1.1528943935E-10
4.67735141287	1.10037075059E-10
4.78630092323	1.04973695963E-10
4.89778819368	1.00097248124E-10
5.01187233627	9.54053045377E-11
5.12861383991	9.08951019777E-11
5.2480746025	8.65635762957E-11
5.3703179637	8.2407396164E-11
5.49540873858	7.84229952276E-11
5.6234132519	7.46066026603E-11
5.75439937337	7.0954272123E-11
5.88843655356	6.74619091358E-11
6.02559586074	6.41252968812E-11
6.16595001861	6.09401204645E-11
6.3095734448	5.79019896626E-11
6.45654229035	5.50064601999E-11
6.60693448008	5.22490535925E-11
6.76082975392	4.9625275607E-11
6.91830970919	4.71306333851E-11
7.07945784384	4.47606512855E-11
7.24435960075	4.25108855001E-11
7.41310241301	4.0376937502E-11
7.58577575029	3.8354466385E-11
7.76247116629	3.64392001586E-11
7.94328234724	3.46269460607E-11
8.12830516164	3.29135999545E-11
8.31763771103	3.12951548792E-11
8.51138038202	2.97677088221E-11
8.70963589956	2.8327471788E-11
8.91250938134	2.6970772239E-11
9.12010839356	2.56940629864E-11
9.33254300797	2.44939266172E-11
9.54992586021	2.3367080545E-11
9.77237220956	2.23103817817E-11
